License,DBA Name,AKA Name,Facility Type,Risk,Address,City,State,Zip,Inspection ID,Label
1319,TREASURE ISLAND FOODS,TREASURE ISLAND FOODS,Grocery Store,Risk 1 (High),680 N LAKE SHORE DR ,CHICAGO,IL,60611,1199315,
1319,TREASURE ISLAND FOODS,TREASURE ISLAND FOODS,Grocery Store,Risk 1 (High),680 N LAKE SHORE DR ,CHICAGO,IL,60611,1369472,
1319,TREASURE ISLAND FOODS,TREASURE ISLAND FOODS,Grocery Store,Risk 1 (High),680 N LAKE SHORE DR ,CHICAGO,IL,60611,1110395,
1319,TREASURE ISLAND FOODS,TREASURE ISLAND FOODS,Grocery Store,Risk 1 (High),680 N LAKE SHORE DR ,CHICAGO,IL,60611,1369621,
1319,TREASURE ISLAND FOODS,TREASURE ISLAND FOODS,Grocery Store,Risk 1 (High),680 N LAKE SHORE DR ,CHICAGO,IL,60611,1369759,
1319,TREASURE ISLAND FOODS,TREASURE ISLAND FOODS,Grocery Store,Risk 1 (High),680 N LAKE SHORE DR ,CHICAGO,IL,60611,1138624,
1319,TREASURE ISLAND FOODS,TREASURE ISLAND FOODS,Grocery Store,Risk 1 (High),680 N LAKE SHORE DR ,CHICAGO,IL,60611,1138559,
1319,TREASURE ISLAND FOODS,TREASURE ISLAND FOODS,Grocery Store,Risk 1 (High),680 N LAKE SHORE DR ,CHICAGO,IL,60611,569585,
1319,TREASURE ISLAND FOODS,TREASURE ISLAND FOODS,Grocery Store,Risk 1 (High),680 N LAKE SHORE DR ,CHICAGO,IL,60611,114548,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2547089,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2500291,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2498128,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2383140,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2320646,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2320226,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2200749,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2200500,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2169425,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2169935,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2078469,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,2078775,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,1950698,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,1735001,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,1610162,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,1559575,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,1482505,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,1473324,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,1107096,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,1235871,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,1235822,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,1235258,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,519280,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,519288,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,585339,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,381332,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,284368,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,284953,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,391209,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,285138,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,80336,
1323,JEWEL FOOD STORE #3443,JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),5343 N BROADWAY ,CHICAGO,IL,60640,80334,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,2522855,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,2523169,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,2386522,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,2386829,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,2293913,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,2182033,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,2181391,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,2072122,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,1961064,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,1425093,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,1497669,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,1402187,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,1099259,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,1188599,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,1098273,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,521978,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,521364,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,365511,
1325,JEWEL FOOD STORE #3454,JEWEL FOOD STORE #3454,Grocery Store,Risk 1 (High),4250 N LINCOLN AVE ,CHICAGO,IL,60618,98524,
1329,JEWEL FOOD STORE #3430,JEWEL,Grocery Store,Risk 1 (High),3630 N SOUTHPORT AVE ,CHICAGO,IL,60613,1106749,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,1589149,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,1532557,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,1527708,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,1527771,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,1527431,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,1445240,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,1493413,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,1401500,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,1324691,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,1134670,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,525347,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,160425,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,250468,
1333,JEWEL FOOD STORE #3210,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),1210 N CLARK ST ,CHICAGO,IL,60610,160230,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,2529000,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,2528790,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,2528389,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,2387183,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,2304173,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,2169993,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,2169732,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,2079205,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1948827,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1591361,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1482853,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1561471,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1424590,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1424575,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1408206,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1369220,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1353833,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1192207,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,1271243,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,88665,
1337,JEWEL FOOD STORE #3282,JEWEL FOOD STORE,Grocery Store,Risk 1 (High),4729 N CENTRAL AVE ,CHICAGO,IL,60630,124448,
1356,JEWEL FOOD STORE #3139,JEWEL FOOD STORE #3139,Grocery Store,Risk 1 (High),3940 E 106TH ST ,CHICAGO,IL,60617,1296432,
1356,JEWEL FOOD STORE #3139,JEWEL FOOD STORE #3139,Grocery Store,Risk 1 (High),3940 E 106TH ST ,CHICAGO,IL,60617,529535,
1356,JEWEL FOOD STORE #3139,JEWEL FOOD STORE #3139,Grocery Store,Risk 1 (High),3940 E 106TH ST ,CHICAGO,IL,60617,68319,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,2521415,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,2521577,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,2521787,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,2345783,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,2345971,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,2352280,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,2222722,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,2088436,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,2098398,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,1977208,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,1976102,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,1547514,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,1307738,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,1502112,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,1307730,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,1072659,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,1150824,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,555302,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,555317,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,543349,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,471966,
1362,MONTESSORI OF ENGLEWOOD,MONTESSORI OF ENGLEWOOD,School,Risk 1 (High),6936 S HERMITAGE AVE ,CHICAGO,IL,60636,164438,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,2534780,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,2401625,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,2401542,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,2401848,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,2285760,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,2116618,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,2078344,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,1948721,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,1948537,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,1516233,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,1490858,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,1370113,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,1305445,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,1146232,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,598578,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,577471,
1366,JEWEL FOOD STORE #3170,JEWEL  OSCO,Grocery Store,Risk 1 (High),5320 S PULASKI RD ,CHICAGO,IL,60632,60242,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,2523450,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,2385496,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,2385745,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,2289014,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,2288534,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,2230121,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,2229709,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,2102950,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,2098770,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1953970,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1960517,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1949093,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1932217,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1931664,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1621354,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1561350,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1546994,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1387823,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1515339,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1490794,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1491005,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1296801,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1072268,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,1072277,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,920255,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,606500,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,606445,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,606487,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,606431,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,606415,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,491286,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,491401,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,289252,
1368,JEWEL FOOD STORE #3181,JEWEL FOOD STORE #3181,Grocery Store,Risk 1 (High),87 W 87TH ST ,CHICAGO,IL,60620,278030,
